run_name,cassette_name,region_name,panel_name,panel_design_id,predesigned_panel_id,region_area,total_cell_area,total_high_quality_decoded_transcripts,fraction_transcripts_decoded_q20,fraction_predesigned_transcripts_decoded_q20,fraction_custom_transcripts_decoded_q20,nuclear_transcripts_per_100um2,decoded_transcripts_per_100um2,adjusted_negative_control_probe_rate,adjusted_negative_control_codeword_rate,adjusted_genomic_control_probe_rate,negative_control_probe_counts_per_control_per_cell,genomic_control_probe_counts_per_control_per_cell,estimated_number_of_false_positive_transcripts_per_cell,estimated_number_of_false_positive_transcripts_per_cell_including_genomic_counts,num_cells_detected,fraction_empty_cells,cells_per_100um2,fraction_transcripts_assigned,median_genes_per_cell,median_predesigned_genes_per_cell,median_custom_genes_per_cell,median_transcripts_per_cell,median_predesigned_transcripts_per_cell,median_custom_transcripts_per_cell,thickness_transcripts_high_quality,stain_definition,segmented_cell_stain_frac,segmented_cell_boundary_frac,segmented_cell_interior_frac,segmented_cell_nuc_expansion_frac,segmented_cell_boundary_count,segmented_cell_interior_count,segmented_cell_nuc_expansion_count
EXP-02051-02052_04-09-2026,EXP-02052,TSS12141-001,mother_952g,YVWBTQ,ZEHF9H,52175787.03,19448584.58,33578194,0.9289111795,0.9319788223,0.9259882923,170.9027488,160.4157252,0.008010041635,0.0005161109164,0.03079677423,0.0006923394306,0.002760608025,1.351446569,5.388706865,181775,0.01956814744,0.3483895698,0.9291324006,66,34,32,102,53,49,9.830712162,xenium_cell_segmentation_stains_v2,0.9894704992,0.3371750791,0.6522954202,0.01052950076,61290,118571,1914
EXP-02051-02052_04-09-2026,EXP-02052,TSS12141-001,mother_952g,YVWBTQ,ZEHF9H,52175787.03,19448584.58,33578194,0.9289111795,0.9319788223,0.9259882923,170.9027488,160.4157252,0.008010041635,0.0005161109164,0.03079677423,0.0006923394306,0.002760608025,1.351446569,5.388706865,181775,0.01956814744,0.3483895698,0.9291324006,66,34,32,102,53,49,9.830712162,xenium_cell_segmentation_stains_v2,0.9894704992,0.3371750791,0.6522954202,0.01052950076,61290,118571,1914
EXP-02051-02052_04-09-2026,EXP-02052,TSS12261-001,mother_952g,YVWBTQ,ZEHF9H,93437075.93,50187550.72,85390417,0.9553152175,0.9574865969,0.9532987187,188.6609992,155.8615451,0.007476213387,0.0004081939631,0.00726210251,0.001126741354,0.001091656321,2.199399123,2.130913138,260286,0.001671238561,0.2785682208,0.916064059,92,47,44,165,83,80,6.953137523,xenium_cell_segmentation_stains_v2,0.988942932,0.5274006285,0.4615423035,0.01105706799,137275,120133,2878
EXP-02055-02056_040926,EXP-02055,TSS10546-022,mMulti_480g,TV46KD,,12288036.56,6261712.336,55291580,0.7544182829,,,885.3792127,863.2903605,0.00152975501,0.001910923156,,0.00095645375,,0.4590978,,167546,0.0001611497738,1.363488782,0.9776671059,105,,,305,,,7.088174854,xenium_cell_segmentation_stains_v1,0.9949506404,0.07162212169,0.9233285187,0.005049359579,12000,154700,846
EXP-02055-02056_040926,EXP-02055,TSS12269-001,mMulti_480g,TV46KD,,25372537.39,5036579.789,10897285,0.8922153159,,,194.7279172,189.1895572,0.05604686787,0.0004083415776,,0.01254838153,,6.023223134,,81126,0.007765697803,0.3197394046,0.8744089009,39,,,66,,,8.315754165,xenium_cell_segmentation_stains_v1,0.9744101768,0.4602963292,0.5141138476,0.02558982324,37342,41708,2076
EXP-02055-02056_040926,EXP-02055,TSS12269-002,mMulti_480g,TV46KD,,20565199.95,4598797.696,11721620,0.8708539393,,,238.043733,223.8050395,0.04746302197,0.0005494032337,,0.01053125778,,5.055003733,,88394,0.01215014594,0.4298231976,0.8780647214,38,,,59,,,9.87999966,xenium_cell_segmentation_stains_v1,0.961411408,0.3354073806,0.6260040274,0.03858859199,29648,55335,3411
EXP-02055-02056_040926,EXP-02055,TSS12270-001,mMulti_480g,TV46KD,,18850719.59,3811335.57,11577243,0.8853112759,,,289.5488429,264.2684386,0.03331304533,0.0004154400283,,0.0105567505,,5.067240238,,60440,0.00263070814,0.320624365,0.869996164,50,,,99,,,7.916921579,xenium_cell_segmentation_stains_v1,0.980790867,0.4342157512,0.5465751158,0.01920913302,26244,33035,1161
EXP-02055-02056_040926,EXP-02056,TSS00014,mMulti_480g,TV46KD,,15395396.49,4291582.015,2774896,0.954821323,,,61.67515603,58.64706747,0.114555858,0.0002508647607,,0.006255594726,,3.002685469,,90487,0.02131797938,0.5877536189,0.9070202991,12,,,14,,,4.767410883,xenium_cell_segmentation_stains_v1,0.9820747732,0.09913026181,0.8829445114,0.01792522683,8970,79895,1622
EXP-02055-02056_040926,EXP-02056,TSS10546-023,mMulti_480g,TV46KD,,12306525.16,6338904.871,52170355,0.7430602145,,,827.6533715,804.8734606,0.001490473703,0.002005513808,,0.000844136002,,0.4051852809,,170174,0.001551353321,1.382794882,0.9779531498,102,,,288,,,7.9380541,xenium_cell_segmentation_stains_v1,0.9945350053,0.1523793294,0.842155676,0.005464994653,25931,143313,930
EXP-02055-02056_040926,EXP-02056,TSS12270-002,mMulti_480g,TV46KD,,17553487.96,2871264.866,13260063,0.8840596011,,,479.8601503,406.9341403,0.0161032847,0.000419649411,,0.006207932161,,2.979807438,,56605,0.00136030386,0.3224715232,0.8811539583,64,,,129,,,7.507658326,xenium_cell_segmentation_stains_v1,0.9685010158,0.2062891971,0.7622118187,0.03149898419,11677,43145,1783
EXP-02055-02056_040926,EXP-02056,TSS12271-001,mMulti_480g,TV46KD,,22334810.53,4264107.777,13692611,0.8634262177,,,298.6893219,274.6348969,0.02362992923,0.0005477856734,,0.006937799043,,3.330143541,,73359,0.007511007511,0.3284514096,0.8552589422,45,,,88,,,7.841585559,xenium_cell_segmentation_stains_v1,0.9723823934,0.3963385542,0.5760438392,0.02761760656,29075,42258,2026
EXP-02055-02056_040926,EXP-02056,TSS12271-002,mMulti_480g,TV46KD,,14919541.37,2696961.825,8052225,0.8528716728,,,293.9712603,263.3879699,0.02699864058,0.000959167048,,0.006557950341,,3.147816164,,54331,0.01402514218,0.3641599876,0.8821751752,42,,,76,,,9.948841294,xenium_cell_segmentation_stains_v1,0.9571699398,0.3237194235,0.6334505163,0.04283006019,17588,34416,2327
EXP-01921-01922_011526,EXP-09121,TIS10736-002-005,hLymph Node_471g,8PXRN6,,94559178.44,36435197.03,100405896,0.8819295887,,,288.9517306,242.9203331,0.0008865359683,0.0002308884637,,0.0001907418186,,0.08983939654,,867665,0.0001890130407,0.917589402,0.8815070183,50,,,87,,,4.915266791,xenium_cell_segmentation_stains_v1,0.9906864977,0.4471921767,0.543494321,0.009313502331,388013,471571,8081
EXP-01921-01922_011526,EXP-09121,TIS10739-002-005,hLymph Node_471g,8PXRN6,,23626462.93,10233279.09,20301192,0.8961791504,,,216.3000988,181.4120659,0.000717079704,0.0001312882981,,0.0001139068779,,0.0536501395,,234402,0.0001706470081,0.9921163431,0.9144489151,39,,,64,,,5.47701307,xenium_cell_segmentation_stains_v1,0.9957082277,0.3838491139,0.6118591138,0.004291772255,89975,143421,1006
EXP-01921-01922_011526,EXP-09122,CP08944-001-014,hLymph Node_471g,8PXRN6,,7493797.41,2295420.018,20035649,0.7459240767,,,934.6545965,828.9648017,0.001646537068,0.001195117993,,0.00213624141,,1.006169704,,30123,0.0001659861236,0.401972436,0.9497183745,131,,,624,,,6.059666279,xenium_cell_segmentation_stains_v1,0.980646018,0.8236563423,0.1569896757,0.01935398201,24811,4729,583
EXP-01921-01922_011526,EXP-09122,TIS10737-002-005,hLymph Node_471g,8PXRN6,,50698847.61,15194730.3,39233337,0.8870434192,,,256.6825596,225.6920349,0.0009479563895,0.0001086275938,,0.0001886987758,,0.08887712339,,357448,0.0004280342875,0.7050416664,0.8740856277,44,,,78,,,5.310968301,xenium_cell_segmentation_stains_v1,0.991305029,0.5276487769,0.4636562521,0.008694971017,188607,165733,3108
EXP-01921-01922_011526,EXP-09122,TIS10738-010-007,hLymph Node_471g,8PXRN6,,94594603.52,29733373.63,73396585,0.8896318954,,,263.9647836,221.9454335,0.001014104308,0.0001224228412,,0.0001736519896,,0.08179008712,,798436,0.0001928770747,0.8440608347,0.8991135623,44,,,78,,,4.867623635,xenium_cell_segmentation_stains_v1,0.9880754375,0.5749227239,0.4131527136,0.01192456252,459039,329876,9521
